table	label	row	column	text	color	borders	classes
table-2	Emoji 塔下方图形与答案区域	49	2				
table-2	Emoji 塔下方图形与答案区域	49	3				
table-2	Emoji 塔下方图形与答案区域	49	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	49	5				
table-2	Emoji 塔下方图形与答案区域	49	6				
table-2	Emoji 塔下方图形与答案区域	49	7				
table-2	Emoji 塔下方图形与答案区域	49	8				
table-2	Emoji 塔下方图形与答案区域	49	9			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	49	10				
table-2	Emoji 塔下方图形与答案区域	49	11				
table-2	Emoji 塔下方图形与答案区域	49	12				
table-2	Emoji 塔下方图形与答案区域	49	13				
table-2	Emoji 塔下方图形与答案区域	50	1				
table-2	Emoji 塔下方图形与答案区域	50	2				
table-2	Emoji 塔下方图形与答案区域	50	3				
table-2	Emoji 塔下方图形与答案区域	50	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	50	5		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	50	6		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	50	7		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	50	8				
table-2	Emoji 塔下方图形与答案区域	50	9			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	50	10				
table-2	Emoji 塔下方图形与答案区域	50	11				
table-2	Emoji 塔下方图形与答案区域	50	12				
table-2	Emoji 塔下方图形与答案区域	50	13				
table-2	Emoji 塔下方图形与答案区域	51	1				
table-2	Emoji 塔下方图形与答案区域	51	2				
table-2	Emoji 塔下方图形与答案区域	51	3				
table-2	Emoji 塔下方图形与答案区域	51	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	51	5		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	51	6		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	51	7		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	51	8		pink	TRBL	c17-emoji-pink c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	51	9			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	51	10				
table-2	Emoji 塔下方图形与答案区域	51	11				
table-2	Emoji 塔下方图形与答案区域	51	12				
table-2	Emoji 塔下方图形与答案区域	51	13				
table-2	Emoji 塔下方图形与答案区域	52	1				
table-2	Emoji 塔下方图形与答案区域	52	2				
table-2	Emoji 塔下方图形与答案区域	52	3				
table-2	Emoji 塔下方图形与答案区域	52	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	52	5		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	52	6		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	52	7		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	52	8				
table-2	Emoji 塔下方图形与答案区域	52	9			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	52	10				
table-2	Emoji 塔下方图形与答案区域	52	11				
table-2	Emoji 塔下方图形与答案区域	52	12				
table-2	Emoji 塔下方图形与答案区域	52	13				
table-2	Emoji 塔下方图形与答案区域	53	1				
table-2	Emoji 塔下方图形与答案区域	53	2				
table-2	Emoji 塔下方图形与答案区域	53	3				
table-2	Emoji 塔下方图形与答案区域	53	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	53	5		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	53	6		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	53	7				
table-2	Emoji 塔下方图形与答案区域	53	8				
table-2	Emoji 塔下方图形与答案区域	53	9			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	53	10				
table-2	Emoji 塔下方图形与答案区域	53	11				
table-2	Emoji 塔下方图形与答案区域	53	12				
table-2	Emoji 塔下方图形与答案区域	53	13				
table-2	Emoji 塔下方图形与答案区域	54	1				
table-2	Emoji 塔下方图形与答案区域	54	2				
table-2	Emoji 塔下方图形与答案区域	54	3				
table-2	Emoji 塔下方图形与答案区域	54	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	54	5				
table-2	Emoji 塔下方图形与答案区域	54	6				
table-2	Emoji 塔下方图形与答案区域	54	7				
table-2	Emoji 塔下方图形与答案区域	54	8				
table-2	Emoji 塔下方图形与答案区域	54	9			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	54	10				
table-2	Emoji 塔下方图形与答案区域	54	11				
table-2	Emoji 塔下方图形与答案区域	54	12				
table-2	Emoji 塔下方图形与答案区域	54	13				
table-2	Emoji 塔下方图形与答案区域	55	1				
table-2	Emoji 塔下方图形与答案区域	55	2				
table-2	Emoji 塔下方图形与答案区域	55	3				
table-2	Emoji 塔下方图形与答案区域	55	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	55	5				
table-2	Emoji 塔下方图形与答案区域	55	6				
table-2	Emoji 塔下方图形与答案区域	55	7				
table-2	Emoji 塔下方图形与答案区域	55	8		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	55	9				
table-2	Emoji 塔下方图形与答案区域	55	10			TR	c17-emoji-bt c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	55	11				
table-2	Emoji 塔下方图形与答案区域	55	12				
table-2	Emoji 塔下方图形与答案区域	55	13				
table-2	Emoji 塔下方图形与答案区域	56	1				
table-2	Emoji 塔下方图形与答案区域	56	2				
table-2	Emoji 塔下方图形与答案区域	56	3				
table-2	Emoji 塔下方图形与答案区域	56	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	56	5				
table-2	Emoji 塔下方图形与答案区域	56	6				
table-2	Emoji 塔下方图形与答案区域	56	7		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	56	8				
table-2	Emoji 塔下方图形与答案区域	56	9		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	56	10			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	56	11				
table-2	Emoji 塔下方图形与答案区域	56	12				
table-2	Emoji 塔下方图形与答案区域	56	13				
table-2	Emoji 塔下方图形与答案区域	57	1				
table-2	Emoji 塔下方图形与答案区域	57	2				
table-2	Emoji 塔下方图形与答案区域	57	3				
table-2	Emoji 塔下方图形与答案区域	57	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	57	5		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	57	6		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	57	7				
table-2	Emoji 塔下方图形与答案区域	57	8		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	57	9				
table-2	Emoji 塔下方图形与答案区域	57	10			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	57	11				
table-2	Emoji 塔下方图形与答案区域	57	12				
table-2	Emoji 塔下方图形与答案区域	57	13				
table-2	Emoji 塔下方图形与答案区域	58	1				
table-2	Emoji 塔下方图形与答案区域	58	2				
table-2	Emoji 塔下方图形与答案区域	58	3				
table-2	Emoji 塔下方图形与答案区域	58	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	58	5				
table-2	Emoji 塔下方图形与答案区域	58	6				
table-2	Emoji 塔下方图形与答案区域	58	7		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	58	8				
table-2	Emoji 塔下方图形与答案区域	58	9				
table-2	Emoji 塔下方图形与答案区域	58	10			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	58	11				
table-2	Emoji 塔下方图形与答案区域	58	12				
table-2	Emoji 塔下方图形与答案区域	58	13				
table-2	Emoji 塔下方图形与答案区域	59	1				
table-2	Emoji 塔下方图形与答案区域	59	2				
table-2	Emoji 塔下方图形与答案区域	59	3				
table-2	Emoji 塔下方图形与答案区域	59	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	59	5				
table-2	Emoji 塔下方图形与答案区域	59	6		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	59	7				
table-2	Emoji 塔下方图形与答案区域	59	8		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	59	9				
table-2	Emoji 塔下方图形与答案区域	59	10			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	59	11				
table-2	Emoji 塔下方图形与答案区域	59	12				
table-2	Emoji 塔下方图形与答案区域	59	13				
table-2	Emoji 塔下方图形与答案区域	60	1				
table-2	Emoji 塔下方图形与答案区域	60	2				
table-2	Emoji 塔下方图形与答案区域	60	3				
table-2	Emoji 塔下方图形与答案区域	60	4			BL	c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	60	5			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	60	6				
table-2	Emoji 塔下方图形与答案区域	60	7		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	60	8				
table-2	Emoji 塔下方图形与答案区域	60	9				
table-2	Emoji 塔下方图形与答案区域	60	10				
table-2	Emoji 塔下方图形与答案区域	60	11			TR	c17-emoji-bt c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	60	12				
table-2	Emoji 塔下方图形与答案区域	60	13				
table-2	Emoji 塔下方图形与答案区域	61	1				
table-2	Emoji 塔下方图形与答案区域	61	2				
table-2	Emoji 塔下方图形与答案区域	61	3				
table-2	Emoji 塔下方图形与答案区域	61	4				
table-2	Emoji 塔下方图形与答案区域	61	5				
table-2	Emoji 塔下方图形与答案区域	61	6			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	61	7				
table-2	Emoji 塔下方图形与答案区域	61	8		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	61	9				
table-2	Emoji 塔下方图形与答案区域	61	10		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	61	11			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	61	12				
table-2	Emoji 塔下方图形与答案区域	61	13				
table-2	Emoji 塔下方图形与答案区域	62	1				
table-2	Emoji 塔下方图形与答案区域	62	2				
table-2	Emoji 塔下方图形与答案区域	62	3				
table-2	Emoji 塔下方图形与答案区域	62	4				
table-2	Emoji 塔下方图形与答案区域	62	5				
table-2	Emoji 塔下方图形与答案区域	62	6			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	62	7		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	62	8				
table-2	Emoji 塔下方图形与答案区域	62	9		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	62	10				
table-2	Emoji 塔下方图形与答案区域	62	11			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	62	12				
table-2	Emoji 塔下方图形与答案区域	62	13				
table-2	Emoji 塔下方图形与答案区域	63	1				
table-2	Emoji 塔下方图形与答案区域	63	2				
table-2	Emoji 塔下方图形与答案区域	63	3				
table-2	Emoji 塔下方图形与答案区域	63	4				
table-2	Emoji 塔下方图形与答案区域	63	5				
table-2	Emoji 塔下方图形与答案区域	63	6			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	63	7				
table-2	Emoji 塔下方图形与答案区域	63	8		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	63	9				
table-2	Emoji 塔下方图形与答案区域	63	10				
table-2	Emoji 塔下方图形与答案区域	63	11			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	63	12				
table-2	Emoji 塔下方图形与答案区域	63	13				
table-2	Emoji 塔下方图形与答案区域	64	1				
table-2	Emoji 塔下方图形与答案区域	64	2				
table-2	Emoji 塔下方图形与答案区域	64	3				
table-2	Emoji 塔下方图形与答案区域	64	4				
table-2	Emoji 塔下方图形与答案区域	64	5				
table-2	Emoji 塔下方图形与答案区域	64	6			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	64	7		blue	TRBL	c17-emoji-blue c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	64	8				
table-2	Emoji 塔下方图形与答案区域	64	9				
table-2	Emoji 塔下方图形与答案区域	64	10				
table-2	Emoji 塔下方图形与答案区域	64	11			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	64	12				
table-2	Emoji 塔下方图形与答案区域	64	13				
table-2	Emoji 塔下方图形与答案区域	65	1				
table-2	Emoji 塔下方图形与答案区域	65	2				
table-2	Emoji 塔下方图形与答案区域	65	3				
table-2	Emoji 塔下方图形与答案区域	65	4				
table-2	Emoji 塔下方图形与答案区域	65	5				
table-2	Emoji 塔下方图形与答案区域	65	6			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	65	7				
table-2	Emoji 塔下方图形与答案区域	65	8				
table-2	Emoji 塔下方图形与答案区域	65	9				
table-2	Emoji 塔下方图形与答案区域	65	10				
table-2	Emoji 塔下方图形与答案区域	65	11			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	65	12				
table-2	Emoji 塔下方图形与答案区域	65	13				
table-2	Emoji 塔下方图形与答案区域	66	1				
table-2	Emoji 塔下方图形与答案区域	66	2				
table-2	Emoji 塔下方图形与答案区域	66	3				
table-2	Emoji 塔下方图形与答案区域	66	4			TL	c17-emoji-bt c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	66	5			T	c17-emoji-bt
table-2	Emoji 塔下方图形与答案区域	66	6			T	c17-emoji-bt
table-2	Emoji 塔下方图形与答案区域	66	7			T	c17-emoji-bt
table-2	Emoji 塔下方图形与答案区域	66	8			T	c17-emoji-bt
table-2	Emoji 塔下方图形与答案区域	66	9			T	c17-emoji-bt
table-2	Emoji 塔下方图形与答案区域	66	10			T	c17-emoji-bt
table-2	Emoji 塔下方图形与答案区域	66	11			T	c17-emoji-bt
table-2	Emoji 塔下方图形与答案区域	66	12			T	c17-emoji-bt
table-2	Emoji 塔下方图形与答案区域	66	13			TR	c17-emoji-bt c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	67	1				
table-2	Emoji 塔下方图形与答案区域	67	2				
table-2	Emoji 塔下方图形与答案区域	67	3				
table-2	Emoji 塔下方图形与答案区域	67	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	67	5		pink	TRBL	c17-emoji-pink c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	67	6		pink	TRBL	c17-emoji-pink c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	67	7		pink	TRBL	c17-emoji-pink c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	67	8		pink	TRBL	c17-emoji-pink c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	67	9		pink	TRBL	c17-emoji-pink c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	67	10		pink	TRBL	c17-emoji-pink c17-emoji-bt c17-emoji-br c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	67	11				
table-2	Emoji 塔下方图形与答案区域	67	12				
table-2	Emoji 塔下方图形与答案区域	67	13			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	68	1				
table-2	Emoji 塔下方图形与答案区域	68	2				
table-2	Emoji 塔下方图形与答案区域	68	3				
table-2	Emoji 塔下方图形与答案区域	68	4			L	c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	68	5	🟰			
table-2	Emoji 塔下方图形与答案区域	68	6	🅰️			
table-2	Emoji 塔下方图形与答案区域	68	7	❓️			
table-2	Emoji 塔下方图形与答案区域	68	8	❓️			
table-2	Emoji 塔下方图形与答案区域	68	9	❓️			
table-2	Emoji 塔下方图形与答案区域	68	10	❓️			
table-2	Emoji 塔下方图形与答案区域	68	11	❓️			
table-2	Emoji 塔下方图形与答案区域	68	12	❓️			
table-2	Emoji 塔下方图形与答案区域	68	13			R	c17-emoji-br
table-2	Emoji 塔下方图形与答案区域	69	1				
table-2	Emoji 塔下方图形与答案区域	69	2				
table-2	Emoji 塔下方图形与答案区域	69	3				
table-2	Emoji 塔下方图形与答案区域	69	4			BL	c17-emoji-bb c17-emoji-bl
table-2	Emoji 塔下方图形与答案区域	69	5			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	69	6			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	69	7			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	69	8			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	69	9			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	69	10			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	69	11			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	69	12			B	c17-emoji-bb
table-2	Emoji 塔下方图形与答案区域	69	13			RB	c17-emoji-br c17-emoji-bb
